dataset,optimizer,iteration,variation,runtime
FiftyWords,adam-1000-10,13_2097375056424798235,1513.0421732388331,265.3682231903076
FiftyWords,adam-1000-10,14_1344130976316852517,931.1399087613961,265.67293190956116
FiftyWords,adam-1000-10,15_187530505803467313,392.0090363445791,267.4980812072754
FiftyWords,adam-1000-10,16_658451335979928377,1122.4787387506942,264.20386362075806
FiftyWords,adam-1000-10,17_1372017339976322115,709.1482348084255,266.30888175964355
FiftyWords,adam-1000-10,18_2075627815939018060,401.6953360526807,265.3047842979431
FiftyWords,adam-1000-10,19_820003678960684631,338.05712175463793,266.45507287979126
FiftyWords,adam-1000-10,20_874900645268098912,741.8096055335612,265.023464679718
FiftyWords,adam-1000-10,21_351709032307167342,1082.7176008823865,269.77267146110535
FiftyWords,adam-1000-10,22_1878340795299729790,240.2006683154847,272.66167402267456
FiftyWords,adam-1000-10,23_585025399721235082,1077.700349022456,267.43873262405396
FiftyWords,adam-1000-10,24_502443830138049430,366.61339462885473,267.9638657569885
FiftyWords,adam-1000-10,25_1788167647682565285,258.7013120332916,271.5572352409363
FiftyWords,adam-1000-10,26_127679689857111473,435.89752857224283,267.27949380874634
FiftyWords,adam-1000-10,27_35777010449454780,630.22002155407,266.95975732803345
FiftyWords,adam-1000-10,28_1357437815792015300,338.0181258956226,264.5728380680084
FiftyWords,adam-1000-10,29_540706285028841678,269.4986731483998,265.6454482078552
FiftyWords,sgld-120,0_1346511968746805601,9.745864277666763,147.34886169433594
FiftyWords,sgld-120,1_2292525725971323379,44.813809930935,146.4099531173706
FiftyWords,sgld-120,2_794628599859059334,39.28084326240542,146.349933385849
FiftyWords,sgld-120,3_1167528518175103767,13.663181700054894,145.161301612854
FiftyWords,sgld-120,4_370377640235178921,5.380473677054398,145.65386819839478
FiftyWords,sgld-120,5_1235991808701832252,11.335858149280998,147.37506580352783
FiftyWords,sgld-120,6_1752106964826397899,11.20983124752705,143.2234661579132
FiftyWords,sgld-120,7_1090255940486634846,33.73687177250446,146.71262574195862
FiftyWords,sgld-120,8_461172561677852144,7.029209684779696,145.7268466949463
FiftyWords,sgld-120,9_63784870143794819,20.905439173816603,146.82729744911194
FiftyWords,sgld-120,10_1982219355357126420,34.85358304267176,145.83164477348328
FiftyWords,sgld-120,11_1488220875625275302,1.6351377291182227,145.7854242324829
FiftyWords,sgld-120,12_677140284873056312,25.22503013321279,145.64787030220032
FiftyWords,sgld-120,13_834157692145049802,21.74418994852602,146.0675003528595
FiftyWords,sgld-120,14_1061931971199312219,26.633954911688786,145.0984663963318
FiftyWords,sgld-120,15_1567409352325145071,38.18920579533733,148.21888875961304
